       Document_No  Dominant_Topic  Topic_Perc_Contrib                                           Keywords                                               Text
3026          3026            13.0              0.0913  acut, renal, patient, failur, chronic, hepat, ...  discontinu of simvastatin and cyclosporin resu...
3027          3027            10.0              0.0697  patient, toxic, sever, treatment, develop, res...  simvastatininduc rhabdomyolysi follow cyclospo...
3028          3028            10.0              0.0697  patient, toxic, sever, treatment, develop, res...  simvastatininduc rhabdomyolysi follow cyclospo...
3029          3029             8.0              0.0833  caus, possibl, conclus, complic, rare, suggest...  gener lichen nitidu with involv of the palm fo...
3030          3030             8.0              0.1013  caus, possibl, conclus, complic, rare, suggest...  here we present the case of a gener lichen nit...
3031          3031             8.0              0.1066  caus, possibl, conclus, complic, rare, suggest...  here we present the case of a gener lichen nit...
3032          3032             8.0              0.1280  caus, possibl, conclus, complic, rare, suggest...  it is tempt to specul that interferon alpha ma...
3033          3033             2.0              0.0887  pain, inject, complet, complic, success, surge...  sirolimuselut stent thrombosi sever year after...
3034          3034             5.0              0.0917  thi, review, medic, manag, literatur, import, ...  treatment of apl in pregnanc is controversi as...
3035          3035             1.0              0.1196  disea, associ, liver, disord, abnorm, injuri, ...  interstiti lung diseas ild relat to therapi wi...
3036          3036             1.0              0.1177  disea, associ, liver, disord, abnorm, injuri, ...  interstiti lung diseas ild relat to therapi wi...
3037          3037             7.0              0.0648  patient, receiv, pulmonari, describ, seizur, i...              pulmonari toxic associ with erlotinib
3038          3038            16.0              0.0937  clinic, studi, find, respon, method, signific,...  similar to report in patient receiv gefitinib ...
3039          3039            16.0              0.0954  clinic, studi, find, respon, method, signific,...  similar to report in patient receiv gefitinib ...
3040          3040             8.0              0.1102  caus, possibl, conclus, complic, rare, suggest...  thi case and other publish evid should alert p...
3041          3041            18.0              0.1192  patient, therapi, chemotherapi, treat, progres...  we report a case of fatal pulmonari toxic in a...
3042          3042            11.0              0.0776  case, report, thi, describ, present, previous,...  it ha been report that fluoroquinolon antimicr...
3043          3043             8.0              0.1004  caus, possibl, conclus, complic, rare, suggest...  torsad de point associ with moxifloxacin a rar...
3044          3044            11.0              0.0961  case, report, thi, describ, present, previous,...  aim to report three case of extens skin necros...
3045          3045            11.0              0.0979  case, report, thi, describ, present, previous,...  aim to report three case of extens skin necros...
3046          3046            15.0              0.0991  therapi, dure, sever, occur, patient, due, tre...  both colchicin and statin therapi may be assoc...
3047          3047            15.0              0.1102  therapi, dure, sever, occur, patient, due, tre...  both colchicin and statin therapi may be assoc...
3048          3048            13.0              0.1293  acut, renal, patient, failur, chronic, hepat, ...  rapid onset of muscl weak rhabdomyolysi associ...
3049          3049            13.0              0.1274  acut, renal, patient, failur, chronic, hepat, ...  rapid onset of muscl weak rhabdomyolysi associ...
3050          3050            13.0              0.1293  acut, renal, patient, failur, chronic, hepat, ...  rapid onset of muscl weak rhabdomyolysi associ...
3051          3051            13.0              0.1216  acut, renal, patient, failur, chronic, hepat, ...  rapid onset of muscl weak rhabdomyolysi associ...
3052          3052            13.0              0.1236  acut, renal, patient, failur, chronic, hepat, ...  the concomit use howev of colchicin and statin...
3053          3053            13.0              0.1178  acut, renal, patient, failur, chronic, hepat, ...  the concomit use howev of colchicin and statin...
3054          3054            13.0              0.1763  acut, renal, patient, failur, chronic, hepat, ...  we report a case of a patient with mild chroni...
3055          3055            13.0              0.1812  acut, renal, patient, failur, chronic, hepat, ...  we report a case of a patient with mild chroni...
3056          3056            13.0              0.1812  acut, renal, patient, failur, chronic, hepat, ...  we report a case of a patient with mild chroni...
3057          3057            14.0              0.0784  infect, transplant, blood, patient, immunosupp...  pneumocysti carinii pneumonia as a complic of ...
3058          3058             7.0              0.1120  patient, receiv, pulmonari, describ, seizur, i...  pneumocysti pneumonia should be consid in asth...
3059          3059             7.0              0.1157  patient, receiv, pulmonari, describ, seizur, i...  pneumocysti pneumonia should be consid in asth...
3060          3060             7.0              0.1194  patient, receiv, pulmonari, describ, seizur, i...  pneumocysti pneumonia should be consid in asth...
